"Image","사용자","게시날짜","게시한 글","기업","답변날짜","답변 내용"
"https://play-lh.googleusercontent.com/a/ACg8ocIrYOT1MX6cPsXkhFvNOZB6Sh7TNBw-zzoNjlj80GS-Vat72w=s32-rw-mo","운호이","2022년 5월 26일","너무 편하고 쓰기좋아요 ㅎ","PaytaLab","2022년 6월 14일","안녕하세요 운호이 패써님. 패써지원팀 고민경입니다.

별 다섯 개와 함께 좋다는 말씀 전달해주셔서 저희가 더 좋아요 패써님. 패스오더는 패써님께 더 좋은 칭찬, 더 많은 피드백을 받기 위해 매일 노력하고 있답니다.

칭찬 뿐만 아니라 불편한 건의사항도 언제든지 환영이니, 편하게 피드백 주시면 감사드리겠습니다. 미리 주문하면 시간도 절약되고 기다림 없이 픽업할 수 있는 편리한 패스오더! 앞으로도 많은 기대 부탁드리며 행복한 하루 되시길 바랍니다. 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXxlaKOziEAwai3Th-Yt6ejjPKk6Dw_pY-0qhlsY4MtpffDUTCN=s32-rw","alex kim","2023년 7월 4일","너무너무 편리합니다.","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVZe-_VTwTYPX-HDT1IP94zDEXS_gUvCYWKmtYeHEI8xW7_0NU=s32-rw","kky kky","2022년 7월 20일","난 자주는아니지만 잘쓰고있음","PaytaLab","2022년 8월 4일","안녕하세요 kky kky 패써님! 패써지원팀 조은빈입니다.

잘 쓰고 계신다는 패써님의 소중한 리뷰 진심으로 감사드립니다! 앞으로는 패써님이 전보다 더 자주 찾아오실 수 있도록 저희가 더 분발하겠습니다 :) 다시 한 번 소중한 리뷰 남겨주셔서 진심으로 감사드리며, 무더운 여름 건강 조심하시고 행복한 목요일 되셨으면 좋겠습니다. 감사합니다 :)

- 패스오더 패써지원팀 조은빈 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJOLz5Seq0l116Wy8w0hIX-8tcQSXyXjmhfALLff_Y1_9L5=s32-rw-mo","hong두딸아빠","2022년 7월 14일","편리하고 좋네요","PaytaLab","2022년 8월 3일","안녕하세요 hong두딸아빠 패써님! 패써지원팀 조은빈입니다.

패스오더를 사용하시고 칭찬이 가득 담긴 리뷰 감사드립니다. 패써님의 리뷰를 보며 오늘도 더 좋은 서비스로 나아가야겠다고 다짐하며 힘을 낼 수가 있을 것 같습니다. 주문만 하면 결제, 기다림 모두 한 번에 해결 가능하니, 이렇게 편리할 수가 없죠? 패스오더는 현재의 편리함에만 머무르지 않고 더 발전된 서비스를 제공할 수 있도록 노력하겠습니다. 많은 이용 부탁드리며, 오늘 하루도 파이팅 하시길 바랍니다 :)

- 패스오더 패써지원팀 조은빈 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjVb6lOaDMDHVaRBFrg8H9T2-Oq5UJmC4rpNnCIrdFEceT5TLms=s32-rw","Daegyu Kim","2023년 10월 28일","생각보다 절차가 복잡하지 않고 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWNlU5TMJvtzjXjN7dihZ76R6JXLdwL_yICuGXfAeH4cBiTlfnh=s32-rw","기성이의부산세끼","2022년 2월 20일","정말편하고 좋은앱입니다 ㅎㅎ","PaytaLab","2022년 2월 23일","안녕하세요 기성이의부산세끼 패써님. 패써지원팀 고민경입니다.

고객님들의 ‘편리함’을 위해서 매 순간 노력 중인 저희 패스오더 팀에게는 “주문 및 결제 과정이 참 빠르고 편리하다!”와 같은 피드백은 정말 큰 힘이 됩니다. 사소한 부분이라도 피드백 해주신다면 조금씩 개선해 나가도록 노력하겠습니다!
사용하시는 모든 유저님들께 별 다섯 개를 받는 그 날까지 말이에요.

사용하시면서 혹시 불편한 점이나, 개선해야 할 점이 보이신다면 언제든지 피드백 남겨주세요. 평일의 중반! 수요일 오늘 하루도 잘 마무리 하셔서 더욱 편안한 휴식시간을 맞이하시기 바랄게요! 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocLfgTI0exp_5d1VGeNszjVapdKL6n2iIK1kLK_oQfSoTHL_jw=s32-rw-mo","김수훈","2023년 7월 4일","빠르고 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKuG3QCfiJB6cZhcQFBkaP_zXeM5lOG2mAr4mooKYwR40Q6gA=s32-rw-mo","최종석","2022년 11월 13일","너무 잘 쓰고 있습니다 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJjW6uLwKilDj73Jgz_J5JoceMxqEdtc07QhdsfRySrj5GzyQ=s32-rw-mo","자가기거가","2023년 11월 3일","빠르고 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWphXw5nQpZmzuD575Z9gWQT5bAGdXSaFKWeZQZuurqvSiqhJCv=s32-rw","한상대","2023년 12월 18일","유용하게 잘쓰고 있습니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocICnL3lofYSLfkzdqzrwQy5vPI6QESMqE3mn6DTtcoAYdoSng=s32-rw-mo","이현정","2022년 11월 9일","편하고 넘좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLDaegzVJqtw4ezeAth2i-2qgtvxt0fHL2vrq9P-PHH3jit-A=s32-rw-mo","임아랑","2023년 9월 14일","늘 잘 사용하고 있어요. 감사합니다:)","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJvde9R3CO-m79mqGVBErDcBTPRvfDI6dCIsNFC7IiD-4YM2g=s32-rw-mo","박세정","2023년 1월 8일","내 아침의 루틴! 늘 고맙게 시간 절약하고 있습니다.","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIelDTgOQh6bHUoWHkZlrA1bXe4Xqk9eXxUtWoCujjsRWsSQA=s32-rw-mo","김중용","2022년 6월 14일","사용하기 편안해요","PaytaLab","2022년 7월 15일","안녕하세요 김중용 패써님!
패스오더 패써지원팀 김수진입니다.

먼저 많은 어플 중 저희 어플을 사용하시고 ""사용하기 편하다""는 말씀 주셔서 감사드립니다!
오늘도 저희는 패써님들의 일상 속 편리함을 제공해드리기 위해 달려나가고 있으며 앞으로도 꼭 함께해주셨으면 좋겠습니다:)
소중한 시간 내어 리뷰 남겨주셔서 감사드리며, 오늘도 좋은 하루 되시길 바랍니다:)

- 패스오더 패써지원팀, 김수진드림"
"https://play-lh.googleusercontent.com/a/ACg8ocIbYj-k1iIs93Q0G2GZfqI2Cure0i7hAmQo2G0WeGV4AdIBGQ=s32-rw-mo","Alex Bang","2021년 6월 27일","잘 사용하고 있어요~~","PaytaLab","2021년 6월 30일","안녕하세요 Alex Bang 패써님. 패써지원팀 고민경입니다.

저는 “말하지 않아도 알아요” 라는 말보다, 표현을 많이 하는 것이 더 좋다고 생각하는 편이라, Alex Bang 패써님의 리뷰 덕분에 입꼬리가 올라갑니다.
어떻게 하면 조금 더 편하게 패스오더를 이용하고, 손쉬운 결제과정을 만들 수 있을까를 매 순간 고민하고 힘써주시고 계시는 패스오더 팀원들에게
칭찬해주시는 패써님의 리뷰를 당장 보여드려야겠습니다.
다시 한번 소중한 시간 내어 리뷰 작성해 주셔서 감사하다는 말씀 전해드리며,
수요일 남은 시간들 행복함이 가득하셨으면 좋겠습니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocK5ox6yxX4bty5-CloRQ1VTPncYzgl2TZefW-iy-hCS9TN6Uw=s32-rw-mo","정범용","2022년 9월 18일","편리하고 좋아요.","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIPCuf3fKLxykEEEtlsmk7XXTI-8PH9HCpkZ_8FvvvmJwMb4Q=s32-rw-mo","비트세상","2023년 12월 3일","늘 맛나게 마시고 있어요. 고더화이트 짱","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVD5206WC2adsnARsyV9w0LIi2o_KLz2-Tacqhy_k0TS1VbWekw=s32-rw","김정순","2023년 2월 18일","월 사용료가 조금 아까워서 삭제해야겠어요","PaytaLab","2023년 2월 21일","안녕하세요, 김정순 패써님! 패스오더입니다.

간편한 모바일 주문 앱 패스오더를 잘 이용해 주셨는데 사용하지 않으신다고 하니 속상한 마음입니다ㅠㅠ 패스오더는 현재 더 많고 다양한 매장 도입은 물론 기분 좋은 혜택 제공을 위해 오늘도 모든 팀원들이 열심히 노력하고 있습니다 :)

계속해서 노력하여 추후 더욱 만족스러운 서비스 제공은 물론 모든 분들이 커피 주문하면 단번에 '패스오더!'를 떠올릴 수 있도록 더욱 분발하겠습니다! 감사합니다 :)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKJ-QeVXQCzbtwAVB39cmmWvf2pUTDQFXCOyNKQlsOPehuQDio=s32-rw-mo","홉로루","2022년 5월 15일","써보니 편하고 좋음","PaytaLab","2022년 5월 26일","안녕하세요 홉로루 패써님. 패써지원팀 김다희 입니다.

미리 주문하여 매장에 먼저 온 손님보다 먼저 픽업 할 수 있는 패스오더 서비스, 너무 편리하죠! 언제나 잘 이용해주셔서 감사합니다. 유저분들께서 한번 패스오더의 편리함을 느껴보시고는 도저히 안 쓸 수가 없다고 하시더라구요! 들어올 땐 마음대로지만 마음대로 나갈 수가 없는 마성의 패스오더랍니다. : )

언제나 애용해주셔서 감사드리며, 저희 패스오더 앱 내에서 무제한 친구초대를 통해 혜택을 받을 수 있는 서비스도 준비되어 있으니 활용해주시면 더욱 더 만족스러운 앱 사용이 되실 것 같습니다. 오늘도 좋은 하루 보내세요! 감사합니다.

-패스오더, 패써지원팀 김다희 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjViYCWdYwbaqp9p8CJsaSmZxJg7VzYlcGG5h6F-uaU-g7_l6YM=s32-rw","깡이","2023년 7월 25일","주문편해서 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIcx_oaSjRf2JNANSGKl4sf7ZIpqqLtoz7kZfpN1WXSproF=s32-rw-mo","최세은","2023년 9월 10일","사용간단 미리 주문으로 시간절약~ 굿굿","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWnX_JcDTlznSBuL_-2IJRb8qKaOOrSe6AaIN3PZ2UVIL3-MdxU=s32-rw","Binsf K","2022년 4월 6일","편리하네요 이벤트 굿입니다","PaytaLab","2022년 4월 27일","안녕하세요 Binsf K 패써님. 패써지원팀 고민경입니다.

편리하다고 말씀해주시니 기분이 너무 좋습니다:) 패스오더 안에 커피 핫플과 맛집들을 모두 담고 말겠어!라는 목표로 열심히 달리고 있는 패스오더팀이 이 리뷰를 본다면, 내가 일을 잘하고 있구나를 확인받는 기분일거라고 생각해요. 다양한 커피 브랜드 뿐만 아니라 매 분기 신메뉴까지 빠르게 업데이트 되어있는! 앞서가는 패스오더에서 앞으로도 행복한 커피타임을 즐겨주셨으면 좋겠습니다.

계속해서 다양한 이벤트도 기획 중에 있으니 많은 관심 부탁드릴게요! 앞으로도 패써님의 출근길 커피시간의 든든한 도우미가 되겠습니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJ9hEpIUCytGqU6stD68gLrKYtGG6tYaZPxIEiP2UbdZugu-w=s32-rw-mo","최병호","2023년 7월 30일","사용하기편하고좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIR3bQiUENvVMU7QXeDt5jcWlqoeyNqymRZIcC0D4F5hMvzPQ=s32-rw-mo","박정한","2021년 11월 23일","아주 편하고 좋아요","PaytaLab","2021년 11월 24일","안녕하세요 박정한 패써님. 패써지원팀 고민경입니다.

저는 “말하지 않아도 알아요” 라는 말보다, 표현을 많이 하는 것이 더 좋다고 생각하는 편이라, 아주 편하고 좋다고말씀해주시는 박정한 패써님의 리뷰 덕분에 입꼬리가 올라갑니다.
어떻게 하면 조금 더 편하게 패스오더를 이용하고, 손쉬운 결제과정을 만들 수 있을까를 매 순간 고민하고 힘써주시고 계시는 패스오더 팀원들에게 큰 힘이 되는 것만 같습니다.

다시 한번 소중한 시간 내어 리뷰 작성해 주셔서 감사해요:) 수요일 오늘의 시간들 행복함이 가득하시기 바랍니다!

-패스오더, 패써지원팀 고민경 드림-"
"https://play-lh.googleusercontent.com/a-/ALV-UjXxqs26OIjJEAhJH1D1ab-sS0rfyYBHIokOCzNnOhd_heljLkLt=s32-rw","조영호","2023년 12월 10일","편하고 좋아요 굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIwW5rNIsT6uSUwSq5IF_4TxbkBegihGRadJCi50gd5xVtgZQ=s32-rw-mo","구선생","2023년 7월 31일","아주편하고 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKMxvs2YObEqT77dSQAp_Ex4_5dg5sS96X9xMDuDuhrxHyzPg=s32-rw-mo","IMO","2022년 9월 5일","미리 주문하기 좋은 어플","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLyhr6yM0yXqMTQ5OtpMbGMxCD-nmAVNl0xexsROJWXW3h35Q=s32-rw-mo","박진애","2023년 7월 14일","주문후 핍업. 좋습니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJLLQltERbkFrKbhomjAy9dbXEK7qyNgDmHTZLkWuehS7NMYw=s32-rw-mo","RNZA DO","2023년 12월 2일","팝업좀 그만띄워 진짜 하루종일 띄우네","PaytaLab","2023년 12월 5일","안녕하세요, RNZA DO패써님 패스오더입니다.

저희 서비스 이용 과정 중 불편을 느끼신 것 같아 마음이 무겁습니다. 현재 앱 내 제공되는 다양한 혜택을 전달드리고자 팝업 안내를 드리고 있으나 조금 과하게 느껴지신 부분이 있었던 것 같습니다. 남겨 주신 글은 담당 부서로도 전달하였으며, 추후 불편함이 없으시도록 조금 더 나은 방안에 대해 고민하여 개선해 나갈 수 있도록 하겠습니다.

혹시 그 외에도 이용하시면서 궁금하신 점이나 개선 사항 등은 언제든 말씀해 주세요. 항상 남겨 주시는 소리에 귀 기울여 편리한 서비스를 제공해 드릴 수 있도록 노력하는 패스오더가 되겠습니다. 감사합니다 :)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocIUIV3S-16ilHXmXmbykwS4tlCA3Mg-PPK4iTneGGaFb56JzQ=s32-rw-mo","차혁정","2022년 11월 20일","증말로 편리합니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJGE53iZASCzzWrkNCdzMT0N_1OIdH2OrzwSMh3U1VOQCaFCg=s32-rw-mo","임세창","2023년 8월 29일","편하고 좋네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLTyn_haTNh15EtU85r6s_mH9hG3IH-XqBL_uev7MdHXSatsA=s32-rw-mo","박현정","2023년 12월 3일","편하고 좋아요!","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUq78d0VxYJKOT-3HbbZrOyq9IY2yuIw8qYR8AlSrDOvbjD-NSGsw=s32-rw","박민규","2021년 8월 27일","매우 편리합니다.","PaytaLab","2021년 8월 30일","안녕하세요 박민규 패써님. 패써지원팀 고민경입니다.

'매우'라는 글자에 눈이 반짝하네요! 카페에서 기다리지 않고, 미리 주문-결제로 맛있는 커피를 드실 수 있는 스마트한 패스오더 라이프를 즐기고 계시는군요:) 앞으로 더운 날씨에는 더더욱 유용하게 느껴지실 거라고 믿습니다.
많은 패써님들이 보내주시는 사랑과 관심에 불편함을 안겨드리지 않도록 더욱 좋은 서비스로 발전하는 패스오더가 되겠습니다.

달달한 꿀 같은 리뷰 남겨주셔서 다시 한 번 감사드려요! 이번 주 한 주도 힘차게 보내시길 바랍니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJRMEfiJdZgmVRkQ3ddT6_TVVYKqvrPmsUAWgNgbwE1Fcnk8g=s32-rw-mo","정경렬","2022년 11월 11일","편하고 좋네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKlDgOqJWZi2ofnefH4AlfExNKjayKvccM4LMgRi6wSMlw8UNw=s32-rw-mo","고양이나라","2023년 8월 12일","편하고 좋아요~","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIs7mubvKT24wclolqoH0gBcE5nP_SDqBBweJsRiTiIVVh3wA=s32-rw-mo","김선경","2023년 3월 31일","아주좋아요 친목도모","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjU0vfc6DXSX699lvSceh6g5juCfWzELkFiSFNh-l8c96l8s0pk=s32-rw","조민수","2022년 10월 1일","편하고 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXPMSzowvW1-lwnVmPktTSVfuUPnpty84px279wl52p9xyOE1RxnA=s32-rw","노영주","2022년 7월 17일","편하고 좋아요","PaytaLab","2022년 8월 3일","안녕하세요 노영주 패써님! 패써지원팀 조은빈입니다.

편하고, 쉽고, 빠른, 언제나 시간 절약까지 책임질 수 있는 패스오더! 소중한 리뷰 감사합니다. 앞으로도 패써님이 불편함 없이 편리하게 사용하실 수 있도록 늘 패써님의 의견에 귀 기울이는 패스오더가 되겠습니다.
벌써 한 주의 절반인 수요일이네요! 오늘만 지나면 한 주는 금방가니 황금같은 주말을 생각하며 남은 하루도 힘차게 달리셨으면 좋겠습니다. 감사합니다 :)

- 패스오더 패써지원팀 조은빈 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjV_IzWgdZ16bIGGrYFy2Hu-5SAP0O44NmMe7-CloL7nS20sZZ4=s32-rw","kyoung in choi","2022년 10월 15일","편하고 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKFhRH-i-3DCwRUEiQuUwqhK6Xpd1Z5tD_VUCUlt_FMN-seGQ=s32-rw-mo","안광모","2023년 11월 8일","편하고 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLJMP_Hpz-hAYx6gq3Nbt1GBThEs3FhxbPt7YUhbI3Lgq3-1A=s32-rw-mo","써니유","2021년 11월 28일","너무 편해요^^","PaytaLab","2021년 11월 30일","안녕하세요 써니유 패써님. 패써지원팀 고민경입니다.

미리 주문하고 결제까지 어플에서 한 번에 이뤄지는 간편한 패스오더를 사용해 보시고, ""너무 편해요"" 라고 말씀 해주셔서 정말 감사드립니다. 저도 제 지인에게 사심 가득한 추천을 하곤 하는데, 사용 만족도가 좋아서 뿌듯했답니다.

써니유 패써님이 더욱 만족하실 수 있도록 더 많은 이벤트와 업데이트로 찾아뵙겠습니다! 많은 기대 부탁 드립니다.
요즘 날씨가 정말 하루 아침에 바뀌는 것 같아요. 비가 그치면 더 추워진다고 해요. 건강 잘 챙기시고, 오늘도 패스오더와 행복한 하루 되셨으면 좋겠습니다. 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjX3G1E5wTlXC9U4hFrB4lowvnRI1qcEFRR7q7G_udKaaco_VLo=s32-rw","한JAY","2022년 11월 17일","진짜 편학고 짱!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocITLueuqfJsmcp7PlhPfJGgofhBaJlCsYcfZNFzIHCOAw7IAw=s32-rw-mo","이진형","2022년 3월 19일","편하고좋네요","PaytaLab","2022년 3월 22일","안녕하세요 이진형 패써님. 패써지원팀 고민경입니다.

간편한 패스오더! 기다림 없이 미리 주문하고 바로 픽업하는 패스오더! 저희 서비스의 진면목을 알아봐주시고, 이용해주시는 것에 그치지 않고 이렇게 글까지 남겨주신 점 너무나 감사드립니다. 오늘 하루 출발이 좋은 것만 같은 기분이에요.

패써님들의 편하다는 말씀은 매번 들을 때마다 행복합니다. 편하고, 쉽고, 빠른 서비스로 일상생활에서 언제나 시간 절약 책임질 수 있는 패스오더가 될 테니 성장하는 모습 지켜봐 주세요! 화요일 오후도 힘차게 보내셨으면 좋겠습니다. 감사합니다!

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKqz1xW_bgZMXBQXNN5uBcRE3aVh1XBr_RV5BzGzWtHiDEWcg=s32-rw-mo","이령","2023년 9월 15일","편하고 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKrKPbsZajuciqIq513qp0BEfplsM_n-1F6uie3SOTpowYHDw=s32-rw-mo","Du Yeong Jin","2022년 7월 27일","매우 간편합니다","PaytaLab","2022년 8월 10일","안녕하세요 Du Yeong Jin 패써님! 패써지원팀입니다.

미리 주문하면 시간 절약도 되고, 기다림 없이 빠른 픽업이 가능하니 이렇게 편할 수가 없죠? 더욱 빠르게 커피 픽업할 수 있는 기능 중 [재주문 할게요]라는 기능도 있답니다. 더욱 빠른 주문을 위해 필요로 하는 최소한의 기능으로만 만들어진 기능이니 매일 똑같은 메뉴를 드신다면 해당 기능을 이용해 보시는 건 어떨까요?
벌써 한 주의 절반인 수요일이네요! 조금만 더 힘을 내면 신나는 주말이 오니 오늘도 활기찬 에너지로 파이팅 하시길 바랍니다. 감사합니다 :)

- 패스오더 패써지원팀 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjVp3jdcnBIsAPjuTquyAGfxoYNpvgErZbLTAR-hdv6csXrJAW9sJA=s32-rw","정준영","2023년 11월 22일","너무 잘쓰고 있어요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKVNxPPVu3yCeLfAXZRYt8VDgl4yOOv0cYt-v9yZXwPHtGwvA=s32-rw-mo","경규민","2022년 8월 28일","기다리지 않아서 좋네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKWI2fnhEYUpN2VF_L7yXvf_l3myk574LwZ1lJCmJ_KuWR8_w=s32-rw-mo","이유원","2023년 9월 2일","잘사용하고있어요","PaytaLab","2023년 9월 5일","안녕하세요, 이유원 패써님! 패스오더입니다.

와, 저희 서비스를 잘 사용 중이신 걸까요! 저도 카페인 없이 살 수 없는 직장인 중 한 명으로, 패스오더를 통해 소중한 출근시간, 점심시간 확보를 쏠쏠하게 하고 있답니다:)

미리 주문하면 시간도 절약되고, 기다림 없이 빠른 픽업 가능하니 정말 편리하죠!

지금 남겨 주신 이 마음이 오래오래 유지될 수 있도록! 지금보다 더 무한한 편리함을 제공해 드릴 수 있도록! 열심히 달려 나가는 패스오더가 되겠습니다!

대한민국 모든 커피 매장과 패써님들이 패스오더를 다 아는 그날까지 묵묵히 열심히 하겠습니다! 지켜봐 주시고 함께해 주세요. 감사합니다:)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKqhBcVood-_0J8oIVigNxHbobUIwqSpUEwFyJuBiPwzwphqA=s32-rw-mo","김지현","2022년 8월 28일","너무편하고좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWEmjJ8aQPmf6-Zn9JYg9H0MbdtnjeRPJN6386Bsi8rt0Dsj0wibw=s32-rw","김미선","2022년 8월 30일","너무 편하고좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJ2Pp2cQehu3mVptbWskfDf7xHEDvQfxpfZh70AKITTkFCB=s32-rw-mo","jg “skfnxj1004” kang","2023년 2월 7일","편하고좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLuU8zTPoLbdqOFcyJq_NB2X2rLZO6jk6xfG_zOlq4ahL3P4w=s32-rw-mo","hyeuk ki jang","2023년 1월 18일","편하고 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJHb7Rc-gQCB6seK1PEg8LFZ1wlhqSzLs_DcfttzBM_kgVVEg=s32-rw-mo","amy k","2022년 7월 4일","시간아끼기에좋아요","PaytaLab","2022년 8월 2일","안녕하세요 amy k 패써님! 패써지원팀 조은빈입니다.

바쁜 시간에 패스오더를 이용해 주시고 소중한 리뷰 남겨주셔서 감사합니다. 1분 1초가 급한 아침 시간에는 주문 내역에서 [재주문 할게요] 버튼 하나로 매일 마시는 커피를 더욱 빠르게 즐길 수 있답니다. 앞으로도 패써님의 아침 커피 주문 시간을 절약해 드릴 수 있도록 노력하겠습니다. 좋은 리뷰 남겨주셔서 감사합니다 :)

- 패스오더 패써지원팀 조은빈 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKuiOHuIsFJRdNMtb6qz2vhgeeq4uY_vGcdSvKr82WEwc2sow=s32-rw-mo","ASYS","2023년 1월 6일","편해요 진짜 진심","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVGMUvhQXdubo4z-ND_YopMJMpZvGpwnGn6NP57vOw0Nc-jkxz2=s32-rw","박단비","2023년 2월 27일","너무너무 좋아요~~","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXKKKeexeio431hc_rER1ow1oPjE-9btz5QffZI1z3ti8fzMAY8=s32-rw","강메카트니","2023년 2월 5일","좋네요 아주편리해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJbXhWeARCP2YPCeZmIF88VLz8OIL4F5gMnBIG6iGXznkuYsg=s32-rw-mo","심현영","2021년 7월 25일","편리하네요~~","PaytaLab","2021년 7월 26일","안녕하세요 심현영 패써님. 패써지원팀 고민경입니다.

미소가 지어지도록 남겨주신 리뷰 덕분에 월요일 시작 느낌이 좋습니다!
미리 주문 결제가 가능한 편리하고 안전한 패스오더 서비스로 인해 패써님께서 큰 만족감을 느끼셨다는 말만큼 보람찬 말은 없으니까요.

남겨주신 관심과 사랑을 두 배, 세 배로 되돌려 드리기 위해 언제나 노력하고 발전하는 패스오더가 되겠습니다. 다양한 이벤트도 기획 중이니 기대해주세요!
새로운 한 주가 시작되는 오늘, 에너지 넘치는 일주일 보내시길 바랍니다:) 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocIYcNUS2XFoGxPw4_vumuRYO4Bc3GH1qYZ85psKkiMfn1BzlA=s32-rw-mo","박대현","2023년 10월 24일","커피살때 짱좋음","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUbpDGhBUUuSzWPU1r1fM4TLCC6XuCQgo88-TfRNuZAQfpZuwB_=s32-rw","mumu. jjy","2021년 8월 31일","편리하네요","PaytaLab","2021년 9월 5일","안녕하세요 mumu. jjy 패써님. 패써지원팀 고민경입니다

깔끔하고 편리한 인터페이스를 제공하기 위해 밤낮으로 고군부투하는 팀원들이 가장 듣고싶어하는 말이 아닐까 싶습니다. 얼른가서 패써님의 리뷰를 저희 팀원들과 공유해야겠어요~!

좋은 인터페이스란, 사용자에게 편리함을 주는 것이라고 하는데, 저희가 가진 기능들을 더 잘 이용하실 수 있도록 계속해서 발전하겠습니다. 모바일 주문 앱을 떠올렸을 때 패스오더가 가장 먼저 생각나는 그 날 까지요:) 다시 한번 소중한 시간 내어 리뷰 작성해 주셔서 감사합니다:)

월요일 오늘의 시간들 행복함이 가득하시기 바랍니다!

-패스오더, 패써지원팀 고민경 드림-"
"https://play-lh.googleusercontent.com/a-/ALV-UjWJwWpfiabpZmmGPZL5q8Pe2BWVsjKi5FMnpnn_2ulHcpm7SirN=s32-rw","김창은","2022년 10월 11일","너무 편해요~~~","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWnl0jzubY53cSke-M9xkPSzbcbUhhgHc20hB1M6bZvoeG5_e6N=s32-rw","홍프로 (님)","2023년 7월 7일","너무편하고 좋네요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVDuPdrdWhyyVdP-lrF_NLNSDAM6HdkW29Sjb6Mv7Pw1zf6K0Sx=s32-rw","김경현","2023년 3월 7일","일단은 처음 써봄. 괜찮은듯 함","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIK3qxQXLLJRtL01skq3t6BJG8rZoAQZFVQEigjDmErB5xWuA=s32-rw-mo","전민기","2023년 4월 6일","완전편리 가성비까디 굿굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKTM30gUnPTSApWcgSrIU-O5eXaPyTmSmONrOuOB2BEL1Up0g=s32-rw-mo","전성수","2023년 6월 22일","너무 유용해요","","",""
